Geographic Area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit of Measure
Western Pacific,Height-for-age <-2 SD (stunting),Total,1990,35,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,1991,34,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,1992,32,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,1993,30,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,1994,29,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,1995,27,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,1996,26,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,1997,25,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,1998,23,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,1999,22,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2000,21,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2001,20,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2002,19,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2003,17,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2004,16,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2005,15,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2006,15,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2007,14,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2008,13,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2009,12,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2010,11,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2011,11,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2012,10,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2013,9,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2014,9,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2015,8,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2016,8,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2017,7,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2018,7,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2019,6,Percent
Western Pacific,Height-for-age <-2 SD (stunting),Total,2020,6,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1985,51,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1986,50,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1987,50,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1988,49,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1989,48,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1990,48,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1991,47,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1992,47,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1993,46,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1994,46,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1995,45,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1996,45,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1997,44,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1998,43,Percent
Africa,Height-for-age <-2 SD (stunting),Total,1999,43,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2000,42,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2001,42,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2002,41,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2003,41,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2004,40,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2005,40,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2006,39,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2007,39,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2008,38,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2009,38,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2010,37,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2011,36,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2012,36,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2013,35,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2014,35,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2015,34,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2016,34,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2017,33,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2018,33,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2019,32,Percent
Africa,Height-for-age <-2 SD (stunting),Total,2020,32,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1985,43,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1986,43,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1987,42,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1988,41,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1989,41,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1990,40,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1991,39,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1992,39,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1993,38,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1994,38,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1995,37,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1996,36,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1997,36,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1998,35,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1999,35,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2000,34,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2001,34,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2002,33,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2003,32,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2004,32,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2005,31,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2006,31,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2007,30,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2008,30,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2009,29,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2010,29,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2011,28,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2012,28,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2013,27,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2014,27,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2015,26,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2016,26,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2017,25,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2018,25,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2019,24,Percent
Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2020,24,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1985,21,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1986,20,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1987,19,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1988,18,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1989,17,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1990,16,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1991,15,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1992,14,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1993,13,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1994,13,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1995,12,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1996,11,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1997,10,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1998,10,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1999,9,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2000,9,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2001,8,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2002,8,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2003,7,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2004,7,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2005,6,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2006,6,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2007,5,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2008,5,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2009,5,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2010,4,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2011,4,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2012,4,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2013,4,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2014,3,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2015,3,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2016,3,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2017,3,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2019,2,Percent
Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2020,2,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1985,28,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1986,28,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1987,27,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1988,26,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1989,25,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1990,25,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1991,24,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1992,24,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1993,23,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1994,23,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1995,23,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1996,23,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1997,22,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1998,22,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,1999,21,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2000,21,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2001,20,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2002,20,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2003,19,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2004,19,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2005,19,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2006,18,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2007,18,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2008,17,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2009,17,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2010,16,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2011,16,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2012,16,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2013,15,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2014,15,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2015,14,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2016,14,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2017,14,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2018,13,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2019,13,Percent
World Health Organisation Region - Global,Weight-for-age <-2 SD (Underweight),Total,2020,13,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1985,5,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1986,5,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1987,5,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1988,5,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1989,5,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1990,5,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1991,4,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1992,4,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1993,4,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1994,4,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1995,4,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1996,4,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1997,4,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1998,3,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,1999,3,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2000,3,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2001,3,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2002,3,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2003,3,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2004,3,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2005,3,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2006,3,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2007,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2008,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2009,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2010,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2011,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2012,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2013,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2014,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2015,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2016,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2017,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2018,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2019,2,Percent
Americas,Weight-for-age <-2 SD (Underweight),Total,2020,2,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1985,25,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1986,25,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1987,24,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1988,24,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1989,23,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1990,23,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1991,22,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1992,22,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1993,21,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1994,21,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1995,21,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1996,20,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1997,20,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1998,19,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1999,19,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2000,19,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2001,18,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2002,18,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2003,17,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2004,17,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2005,17,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2006,16,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2007,16,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2008,16,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2009,15,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2010,15,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2011,15,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2012,14,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2013,14,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2014,14,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2015,13,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2016,13,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2017,13,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2018,13,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2019,12,Percent
Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2020,12,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1985,53,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1986,52,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1987,52,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1988,51,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1989,50,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1990,49,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1991,48,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1992,47,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1993,46,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1994,45,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1995,45,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1996,44,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1997,43,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1998,42,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1999,41,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2000,40,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2001,39,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2002,39,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2003,38,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2004,37,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2005,36,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2006,35,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2007,34,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2008,34,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2009,33,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2010,32,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2011,31,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2012,31,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2013,30,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2014,29,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2015,28,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2016,28,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2017,27,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2018,26,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2019,26,Percent
South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2020,25,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1985,31,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1986,30,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1987,30,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1988,29,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1989,29,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1990,28,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1991,28,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1992,27,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1993,27,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1994,26,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1995,26,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1996,26,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1997,25,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1998,25,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1999,24,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2000,24,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2001,23,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2002,23,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2003,23,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2004,22,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2005,22,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2006,21,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2007,21,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2008,21,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2009,20,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2010,20,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2011,19,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2012,19,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2013,19,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2014,18,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2015,18,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2016,18,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2017,17,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2018,17,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2019,17,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2020,16,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1985,59,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1986,58,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1987,57,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1988,56,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1989,55,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1990,54,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1991,54,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1992,53,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1993,52,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1994,51,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1995,50,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1996,49,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1997,48,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1998,47,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,1999,47,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2000,46,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2001,45,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2002,44,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2003,43,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2004,42,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2005,41,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2006,40,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2007,40,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2008,39,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2009,38,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2010,37,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2011,36,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2012,35,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2013,35,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2014,34,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2015,33,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2016,32,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2017,32,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2018,31,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2019,30,Percent
World Bank Lower middle income,Height-for-age <-2 SD (stunting),Total,2020,29,Percent
World Bank Low income,Height-for-age <-2 SD (stunting),Total,1985,58,Percent
World Bank Low income,Height-for-age <-2 SD (stunting),Total,1986,58,Percent
World Bank Low income,Height-for-age <-2 SD (stunting),Total,1987,57,Percent
World Bank Low income,Height-for-age <-2 SD (stunting),Total,1988,56,Percent
World Bank Low income,Height-for-age <-2 SD (stunting),Total,1989,55,Percent
World Bank Low income,Height-for-age <-2 SD (stunting),Total,1990,55,Percent
World Bank Low income,Height-for-age <-2 SD (stunting),Total,1991,54,Percent
World Bank Low income,Height-for-age <-2 SD (stunting),Total,1992,53,Percent
World Bank Low income,Height-for-age <-2 SD (stunting),Total,1993,52,Percent
World Bank Low income,Height-for-age <-2 SD (stunting),Total,1994,52,Percent
World Bank Low income,Height-for-age <-2 SD (stunting),Total,1995,51,Percent
